dataset,filtering,source,relation_1,relation_2,relation_3,relation_1_path,relation_2_path,relation_3_path,binary_join_median_runtime,worst_case_optimal_join_median_runtime,speedup,faster_class,join_0_size,join_0_explosion_factor,join_0_n_chains,join_0_avg_chain_length,join_0_ams_array_mean_per_update,join_0_size_if_chains_larger_3,join_0_size_if_chains_larger_6,join_1_size,join_1_n_chains,join_1_avg_chain_length,join_1_ams_array_mean_per_update,predicted_join_size,both_joins_avg_chain_length,both_joins_combined_size,larger_join_avg_chain_length,chain_diff,max_avg_chain_length,min_avg_chain_length,min_ams_sketch,n_unique_relations,explosion_factor,join_0_vs_join_1_size,explosion_factor_join_0,explosion_factor_join_1,explosion_factor_max_both,explosion_factor_min_both,execution_time
generated,True,parquet,130d170d48e4aff373a506b9d041af09_gaussian_random_partition_edges,130d170d48e4aff373a506b9d041af09_gaussian_random_partition_edges,130d170d48e4aff373a506b9d041af09_gaussian_random_partition_edges,data/generated-and-snap-parquet/___d___d__e_aff___a___b_d___af___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___d___d__e_aff___a___b_d___af___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___d___d__e_aff___a___b_d___af___gaussian_random_partition_edges.parquet,2.9657628000000003,1.719826,1.712243229574411,1,250261,250261.0,1000,250.261,297.4684229664231,250261,250261,250261,1000,250.261,297.4684229664231,74444745.0,62630.568121,500522,250.261,0.0,250.261,250.261,297.4684229664231,1,297.4684229664231,1.0,297.4684229664231,297.4684229664231,297.4684229664231,297.4684229664231,2.9657628000000003
generated,False,parquet,5a362ad0d6336d6336b1eb73fa7a1367_gaussian_random_partition_edges,5a362ad0d6336d6336b1eb73fa7a1367_gaussian_random_partition_edges,5a362ad0d6336d6336b1eb73fa7a1367_gaussian_random_partition_edges,data/generated-and-snap-parquet/_a___ad_d____d____b_eb__fa_a_____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_a___ad_d____d____b_eb__fa_a_____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_a___ad_d____d____b_eb__fa_a_____gaussian_random_partition_edges.parquet,3.3766466,1.9611296,1.8352686746038431,1,250062,250062.0,1000,250.062,296.46456078892436,250062,250062,250062,1000,250.062,296.46456078892436,74134521.0,62531.003844000006,500124,250.062,0.0,250.062,250.062,296.46456078892436,1,296.46456078892436,1.0,296.46456078892436,296.46456078892436,296.46456078892436,296.46456078892436,3.3766466
generated,True,parquet,3f8c88642b47cef796ff7ac031643198_gaussian_random_partition_edges,3f8c88642b47cef796ff7ac031643198_gaussian_random_partition_edges,a7a2334dc676a7d367342e29f69adb3d_gaussian_random_partition_edges,data/generated-and-snap-parquet/_f_c_____b__cef___ff_ac__________gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_f_c_____b__cef___ff_ac__________gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/a_a____dc___a_d______e__f__adb_d_gaussian_random_partition_edges.parquet,6.944672000000001,11.0549568,0.7169243683293463,0,249969,249969.0,1000,249.969,293.108417443763,249969,249969,62491905,1000000,62.491905,73285.79781445293,18317961812.5,15621.039000945,62741874,62.491905,187.477095,249.969,62.491905,293.108417443763,2,583.9150361527295,0.0040000220828601,73280.93408582664,293.12535459592726,293.12535459592726,73280.93408582664,6.944672000000001
generated,False,parquet,0b126452e871bbc06a8ff7f179da78ef_gaussian_random_partition_edges,0b126452e871bbc06a8ff7f179da78ef_gaussian_random_partition_edges,0b126452e871bbc06a8ff7f179da78ef_gaussian_random_partition_edges,data/generated-and-snap-parquet/_b______e___bbc__a_ff_f___da__ef_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b______e___bbc__a_ff_f___da__ef_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b______e___bbc__a_ff_f___da__ef_gaussian_random_partition_edges.parquet,3.4461842000000003,2.0527434,1.2842414850135986,1,250137,250137.0,1000,250.137,296.35871942175686,250137,250137,250137,1000,250.137,296.35871942175686,74130281.0,62568.518769,500274,250.137,0.0,250.137,250.137,296.35871942175686,1,296.35871942175686,1.0,296.35871942175686,296.35871942175686,296.35871942175686,296.35871942175686,3.4461842000000003
generated,True,parquet,0c52d55dbf18dd97e742d6d9af8fba74_gaussian_random_partition_edges,0c52d55dbf18dd97e742d6d9af8fba74_gaussian_random_partition_edges,0c52d55dbf18dd97e742d6d9af8fba74_gaussian_random_partition_edges,data/generated-and-snap-parquet/_c__d__dbf__dd__e___d_d_af_fba___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_c__d__dbf__dd__e___d_d_af_fba___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_c__d__dbf__dd__e___d_d_af_fba___gaussian_random_partition_edges.parquet,15.1751282,9.1932404,1.7995282678777798,1,402691,402691.0,1000,402.691,477.1185077391846,402691,402691,402691,1000,402.691,477.1185077391846,192131329.0,162160.041481,805382,402.691,0.0,402.691,402.691,477.1185077391846,1,477.1185077391846,1.0,477.1185077391846,477.1185077391846,477.1185077391846,477.1185077391846,15.1751282
generated,True,parquet,5e7162157848c0fe9c3c0eb86fb77cbc_gaussian_random_partition_edges,5e7162157848c0fe9c3c0eb86fb77cbc_gaussian_random_partition_edges,756492c2a77ce111272d6473666da732_gaussian_random_partition_edges,data/generated-and-snap-parquet/_e__________c_fe_c_c_eb__fb__cbc_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_e__________c_fe_c_c_eb__fb__cbc_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/______c_a__ce______d_______da____gaussian_random_partition_edges.parquet,6.9466692,10.5790914,0.674825498252724,0,202370,202370.0,1000,202.37,241.6515837327667,202370,202370,40950204,1000000,40.950204,48916.18994782053,9897359726.0,8287.09278348,41152574,40.950204,161.41979600000002,202.37,40.950204,241.6515837327667,2,481.0080519386224,0.0049418557231119,48907.24774423087,241.69256216647904,241.69256216647904,48907.24774423087,6.9466692
generated,False,parquet,9002884978e7d8d165731ed6388d2a74_edges_newman_watts_strogatz,9002884978e7d8d165731ed6388d2a74_edges_newman_watts_strogatz,9002884978e7d8d165731ed6388d2a74_edges_newman_watts_strogatz,data/generated-and-snap-parquet/__________e_d_d______ed____d_a___edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/__________e_d_d______ed____d_a___edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/__________e_d_d______ed____d_a___edges_newman_watts_strogatz.parquet,1.8837572,1.5111218000000002,1.244643971407028,1,1599996,1599996.0,100000,15.99996,18.538815722039303,1599996,1599996,1599996,100000,15.99996,18.538815722039303,29662031.0,255.9987200016,3199992,15.99996,0.0,15.99996,15.99996,18.538815722039303,1,18.538815722039303,1.0,18.538815722039303,18.538815722039303,18.538815722039303,18.538815722039303,1.8837572
generated,False,parquet,00f7d137edc925d93805595e239d2abd_gaussian_random_partition_edges,00f7d137edc925d93805595e239d2abd_gaussian_random_partition_edges,00f7d137edc925d93805595e239d2abd_gaussian_random_partition_edges,data/generated-and-snap-parquet/__f_d___edc___d________e___d_abd_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__f_d___edc___d________e___d_abd_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__f_d___edc___d________e___d_abd_gaussian_random_partition_edges.parquet,3.5399085999999995,1.9088014,1.58602319058756,1,250209,250209.0,1000,250.209,300.3120191519889,250209,250209,250209,1000,250.209,300.3120191519889,75140770.0,62604.543681,500418,250.209,0.0,250.209,250.209,300.3120191519889,1,300.3120191519889,1.0,300.3120191519889,300.3120191519889,300.3120191519889,300.3120191519889,3.5399085999999995
generated,True,parquet,3ea7a97bfffda3be2c638a8db52afd94_gaussian_random_partition_edges,3ea7a97bfffda3be2c638a8db52afd94_gaussian_random_partition_edges,3ea7a97bfffda3be2c638a8db52afd94_gaussian_random_partition_edges,data/generated-and-snap-parquet/_ea_a__bfffda_be_c___a_db__afd___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ea_a__bfffda_be_c___a_db__afd___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ea_a__bfffda_be_c___a_db__afd___gaussian_random_partition_edges.parquet,9.202651,6.5023594000000005,3.207923505534793,1,301592,301592.0,1000,301.592,357.22063582588396,301592,301592,301592,1000,301.592,357.22063582588396,107734886.0,90957.734464,603184,301.592,0.0,301.592,301.592,357.22063582588396,1,357.22063582588396,1.0,357.22063582588396,357.22063582588396,357.22063582588396,357.22063582588396,9.202651
generated,False,parquet,4edce7bfec3e727e05d682330708f19b_gaussian_random_partition_edges,4edce7bfec3e727e05d682330708f19b_gaussian_random_partition_edges,4edce7bfec3e727e05d682330708f19b_gaussian_random_partition_edges,data/generated-and-snap-parquet/_edce_bfec_e___e__d_________f__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_edce_bfec_e___e__d_________f__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_edce_bfec_e___e__d_________f__b_gaussian_random_partition_edges.parquet,25.213646,17.5291006,1.4291365064788508,1,599801,599801.0,1000,599.801,710.619733878403,599801,599801,599801,1000,599.801,710.619733878403,426230427.0,359761.23960100004,1199602,599.801,0.0,599.801,599.801,710.619733878403,1,710.619733878403,1.0,710.619733878403,710.619733878403,710.619733878403,710.619733878403,25.213646
generated,False,parquet,fdbf9d6e7cdce3f40b0bda3647cf2c48_gaussian_random_partition_edges,fdbf9d6e7cdce3f40b0bda3647cf2c48_gaussian_random_partition_edges,fdbf9d6e7cdce3f40b0bda3647cf2c48_gaussian_random_partition_edges,data/generated-and-snap-parquet/fdbf_d_e_cdce_f__b_bda____cf_c___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/fdbf_d_e_cdce_f__b_bda____cf_c___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/fdbf_d_e_cdce_f__b_bda____cf_c___gaussian_random_partition_edges.parquet,11.0226934,6.425030000000001,1.0159653960100492,1,404420,404420.0,1000,404.42,479.0703995845903,404420,404420,404420,1000,404.42,479.0703995845903,193745651.0,163555.5364,808840,404.42,0.0,404.42,404.42,479.0703995845903,1,479.0703995845903,1.0,479.0703995845903,479.0703995845903,479.0703995845903,479.0703995845903,11.0226934
generated,True,parquet,e6bbd8b7cd426588cf64957f8e0ba40b_gaussian_random_partition_edges,e6bbd8b7cd426588cf64957f8e0ba40b_gaussian_random_partition_edges,924d862ece1e470b7cbeb520e42838e2_gaussian_random_partition_edges,data/generated-and-snap-parquet/e_bbd_b_cd______cf_____f_e_ba__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/e_bbd_b_cd______cf_____f_e_ba__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___d___ece_e___b_cbeb___e_____e__gaussian_random_partition_edges.parquet,8.466906,4.1223898000000005,2.1909600610484277,1,250112,250112.0,1000,250.112,292.226502526868,250112,250112,398326,1000,398.326,471.8979152754277,117022537.5,99626.112512,648438,398.326,148.21400000000003,398.326,250.112,292.226502526868,2,360.9367048198903,0.6279077941183855,467.8805395182958,293.78583747985317,293.78583747985317,467.8805395182958,8.466906
generated,False,parquet,24dda00682d5876704b4172dfc1d9358_gaussian_random_partition_edges,24dda00682d5876704b4172dfc1d9358_gaussian_random_partition_edges,24dda00682d5876704b4172dfc1d9358_gaussian_random_partition_edges,data/generated-and-snap-parquet/__dda_____d_______b____dfc_d_____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__dda_____d_______b____dfc_d_____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__dda_____d_______b____dfc_d_____gaussian_random_partition_edges.parquet,4.9917476,2.66971,1.8345396752127268,1,304253,304253.0,1000,304.253,360.18416580937577,304253,304253,304253,1000,304.253,360.18416580937577,109587113.0,92569.888009,608506,304.253,0.0,304.253,304.253,360.18416580937577,1,360.18416580937577,1.0,360.18416580937577,360.18416580937577,360.18416580937577,360.18416580937577,4.9917476
generated,False,parquet,0b173abccc10e4dfd215017c1196a483_gaussian_random_partition_edges,0b173abccc10e4dfd215017c1196a483_gaussian_random_partition_edges,0b173abccc10e4dfd215017c1196a483_gaussian_random_partition_edges,data/generated-and-snap-parquet/_b___abccc__e_dfd______c____a____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b___abccc__e_dfd______c____a____gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b___abccc__e_dfd______c____a____gaussian_random_partition_edges.parquet,12.0806018,5.709065799999999,2.0020712782081187,1,397461,397461.0,1000,397.461,470.74759284558735,397461,397461,397461,1000,397.461,470.74759284558735,187103809.0,157975.24652100002,794922,397.461,0.0,397.461,397.461,470.74759284558735,1,470.74759284558735,1.0,470.74759284558735,470.74759284558735,470.74759284558735,470.74759284558735,12.0806018
generated,False,parquet,4112f4799455165402c826c796eb299d_edges_newman_watts_strogatz,4112f4799455165402c826c796eb299d_edges_newman_watts_strogatz,4112f4799455165402c826c796eb299d_edges_newman_watts_strogatz,data/generated-and-snap-parquet/____f_____________c___c___eb___d_edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/____f_____________c___c___eb___d_edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/____f_____________c___c___eb___d_edges_newman_watts_strogatz.parquet,0.3294394,0.2561186,1.2702198752140876,1,252110,252109.99999999997,10000,25.211,24.372361270873824,252110,252110,252110,10000,25.211,24.372361270873824,6144516.0,635.5945209999999,504220,25.211,0.0,25.211,25.211,24.372361270873824,1,24.372361270873824,1.0,24.372361270873824,24.372361270873824,24.372361270873824,24.372361270873824,0.3294394
generated,True,parquet,01861800e56d9e15719606bd97263b8f_gaussian_random_partition_edges,01861800e56d9e15719606bd97263b8f_gaussian_random_partition_edges,01861800e56d9e15719606bd97263b8f_gaussian_random_partition_edges,data/generated-and-snap-parquet/________e__d_e________bd_____b_f_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/________e__d_e________bd_____b_f_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/________e__d_e________bd_____b_f_gaussian_random_partition_edges.parquet,5.594332199999999,2.3439578,2.0204436968933677,1,250066,250066.0,1000,250.066,298.9921100829381,250066,250066,250066,1000,250.066,298.9921100829381,74767761.0,62533.004356,500132,250.066,0.0,250.066,250.066,298.9921100829381,1,298.9921100829381,1.0,298.9921100829381,298.9921100829381,298.9921100829381,298.9921100829381,5.594332199999999
generated,True,parquet,0bf03d29d6f1f385e23d0bb2c834a2ac_gaussian_random_partition_edges,0bf03d29d6f1f385e23d0bb2c834a2ac_gaussian_random_partition_edges,0bf03d29d6f1f385e23d0bb2c834a2ac_gaussian_random_partition_edges,data/generated-and-snap-parquet/_bf__d__d_f_f___e__d_bb_c___a_ac_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_bf__d__d_f_f___e__d_bb_c___a_ac_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_bf__d__d_f_f___e__d_bb_c___a_ac_gaussian_random_partition_edges.parquet,7.6828326,2.013495,3.949750044212665,1,249886,249886.0,1000,249.886,296.67482371961614,249886,249886,249886,1000,249.886,296.67482371961614,74134885.0,62443.012996,499772,249.886,0.0,249.886,249.886,296.67482371961614,1,296.67482371961614,1.0,296.67482371961614,296.67482371961614,296.67482371961614,296.67482371961614,7.6828326
generated,True,parquet,52ba1baacdcc2cc1c1b7da38700b62ae_gaussian_random_partition_edges,52ba1baacdcc2cc1c1b7da38700b62ae_gaussian_random_partition_edges,284110eab59d03ad14559019aaf52af6_gaussian_random_partition_edges,data/generated-and-snap-parquet/__ba_baacdcc_cc_c_b_da_____b__ae_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__ba_baacdcc_cc_c_b_da_____b__ae_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/______eab__d__ad________aaf__af__gaussian_random_partition_edges.parquet,9.4471432,6.050675399999999,1.0210801045789804,1,250121,250121.0,1000,250.121,293.32783332866893,250121,250121,500726,1000,500.726,593.5551539165132,147414360.0,125242.087846,750847,500.726,250.605,500.726,250.121,293.32783332866893,2,392.6615142632254,0.4995167017490604,589.3721838630103,294.4012493858917,294.4012493858917,589.3721838630103,9.4471432
generated,False,parquet,c569f2258164dde6ec601b23f4d838c1_gaussian_random_partition_edges,c569f2258164dde6ec601b23f4d838c1_gaussian_random_partition_edges,c569f2258164dde6ec601b23f4d838c1_gaussian_random_partition_edges,data/generated-and-snap-parquet/c___f_______dde_ec___b__f_d___c__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/c___f_______dde_ec___b__f_d___c__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/c___f_______dde_ec___b__f_d___c__gaussian_random_partition_edges.parquet,2.9522986,1.7175712,1.7173079337069843,1,250159,250159.0,1000,250.159,294.2656910205109,250159,250159,250159,1000,250.159,294.2656910205109,73613211.0,62579.525280999995,500318,250.159,0.0,250.159,250.159,294.2656910205109,1,294.2656910205109,1.0,294.2656910205109,294.2656910205109,294.2656910205109,294.2656910205109,2.9522986
generated,False,parquet,304450ca0ce9c93bc3db3a5ae63fd350_edges_newman_watts_strogatz,304450ca0ce9c93bc3db3a5ae63fd350_edges_newman_watts_strogatz,304450ca0ce9c93bc3db3a5ae63fd350_edges_newman_watts_strogatz,data/generated-and-snap-parquet/______ca_ce_c__bc_db_a_ae__fd____edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/______ca_ce_c__bc_db_a_ae__fd____edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/______ca_ce_c__bc_db_a_ae__fd____edges_newman_watts_strogatz.parquet,0.091178,0.5522528,0.545919821431565,0,240278,1.0,100000,2.40278,2.788511640682876,1,1,240278,100000,2.40278,2.788511640682876,670018.0,5.7733517284,480556,2.40278,0.0,2.40278,2.40278,2.788511640682876,1,2.788511640682876,1.0,2.788511640682876,2.788511640682876,2.788511640682876,2.788511640682876,0.091178
generated,False,parquet,40c95d13fcedf329d9b04b1dcabd59b3_gaussian_random_partition_edges,40c95d13fcedf329d9b04b1dcabd59b3_gaussian_random_partition_edges,40c95d13fcedf329d9b04b1dcabd59b3_gaussian_random_partition_edges,data/generated-and-snap-parquet/__c__d__fcedf___d_b__b_dcabd__b__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__c__d__fcedf___d_b__b_dcabd__b__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/__c__d__fcedf___d_b__b_dcabd__b__gaussian_random_partition_edges.parquet,4.508497199999999,3.2218428,2.1229528807290095,1,250169,250169.0,1000,250.169,296.3716447681367,250169,250169,250169,1000,250.169,296.3716447681367,74142998.0,62584.52856100001,500338,250.169,0.0,250.169,250.169,296.3716447681367,1,296.3716447681367,1.0,296.3716447681367,296.3716447681367,296.3716447681367,296.3716447681367,4.508497199999999
generated,False,parquet,694a3f874e1f5be6fe0f029a4fc73547_gaussian_random_partition_edges,694a3f874e1f5be6fe0f029a4fc73547_gaussian_random_partition_edges,694a3f874e1f5be6fe0f029a4fc73547_gaussian_random_partition_edges,data/generated-and-snap-parquet/___a_f___e_f_be_fe_f___a_fc______gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___a_f___e_f_be_fe_f___a_fc______gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___a_f___e_f_be_fe_f___a_fc______gaussian_random_partition_edges.parquet,3.52194,2.0300782,1.7352540554740907,1,250092,250092.0,1000,250.092,296.1245261743678,250092,250092,250092,1000,250.092,296.1245261743678,74058375.0,62546.008464000006,500184,250.092,0.0,250.092,250.092,296.1245261743678,1,296.1245261743678,1.0,296.1245261743678,296.1245261743678,296.1245261743678,296.1245261743678,3.52194
generated,False,parquet,3ab9c8f81dfdff02c2de5af56445be41_gaussian_random_partition_edges,3ab9c8f81dfdff02c2de5af56445be41_gaussian_random_partition_edges,3ab9c8f81dfdff02c2de5af56445be41_gaussian_random_partition_edges,data/generated-and-snap-parquet/_ab_c_f__dfdff__c_de_af_____be___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ab_c_f__dfdff__c_de_af_____be___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ab_c_f__dfdff__c_de_af_____be___gaussian_random_partition_edges.parquet,23.3475424,11.1687028,1.6719004736552217,1,498977,498977.0,1000,498.977,591.5517468741044,498977,498977,498977,1000,498.977,591.5517468741044,295170716.0,248978.046529,997954,498.977,0.0,498.977,498.977,591.5517468741044,1,591.5517468741044,1.0,591.5517468741044,591.5517468741044,591.5517468741044,591.5517468741044,23.3475424
generated,False,parquet,549a2dff763e1d3843d11142162225e9_gaussian_random_partition_edges,549a2dff763e1d3843d11142162225e9_gaussian_random_partition_edges,549a2dff763e1d3843d11142162225e9_gaussian_random_partition_edges,data/generated-and-snap-parquet/___a_dff___e_d____d___________e__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___a_dff___e_d____d___________e__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___a_dff___e_d____d___________e__gaussian_random_partition_edges.parquet,2.908654,1.7843002,1.6904005674005511,1,250123,250123.0,1000,250.123,299.7844180663114,250123,250123,250123,1000,250.123,299.7844180663114,74982978.0,62561.51512899999,500246,250.123,0.0,250.123,250.123,299.7844180663114,1,299.7844180663114,1.0,299.7844180663114,299.7844180663114,299.7844180663114,299.7844180663114,2.908654
generated,True,parquet,4ad8dbe16e709de2754c0238349b355f_gaussian_random_partition_edges,4ad8dbe16e709de2754c0238349b355f_gaussian_random_partition_edges,4ad8dbe16e709de2754c0238349b355f_gaussian_random_partition_edges,data/generated-and-snap-parquet/_ad_dbe__e___de____c_______b___f_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ad_dbe__e___de____c_______b___f_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_ad_dbe__e___de____c_______b___f_gaussian_random_partition_edges.parquet,3.1432842,1.8483048,1.687161182591445,1,250053,250053.0,1000,250.053,296.0592914302168,250053,250053,250053,1000,250.053,296.0592914302168,74030514.0,62526.502809,500106,250.053,0.0,250.053,250.053,296.0592914302168,1,296.0592914302168,1.0,296.0592914302168,296.0592914302168,296.0592914302168,296.0592914302168,3.1432842
generated,True,parquet,7fc7c3826d97aad5e6aa1af87a9fffc2_gaussian_random_partition_edges,7fc7c3826d97aad5e6aa1af87a9fffc2_gaussian_random_partition_edges,7fc7c3826d97aad5e6aa1af87a9fffc2_gaussian_random_partition_edges,data/generated-and-snap-parquet/_fc_c____d__aad_e_aa_af__a_fffc__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_fc_c____d__aad_e_aa_af__a_fffc__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_fc_c____d__aad_e_aa_af__a_fffc__gaussian_random_partition_edges.parquet,5.7747464,2.1885374000000004,1.4846696435407452,1,250168,250168.0,1000,250.168,297.34107080042213,250168,250168,250168,1000,250.168,297.34107080042213,74385221.0,62584.028224,500336,250.168,0.0,250.168,250.168,297.34107080042213,1,297.34107080042213,1.0,297.34107080042213,297.34107080042213,297.34107080042213,297.34107080042213,5.7747464
generated,True,parquet,5c71ad777417e94562396d6fff33c16b_edges_newman_watts_strogatz,b5f7e07e6de6b8bb25a72ab198d4473c_gaussian_random_partition_edges,406083bfc344eb7e41fea1ad1d6b565b_edges_newman_watts_strogatz,data/generated-and-snap-parquet/_c__ad______e________d_fff__c__b_edges_newman_watts_strogatz.parquet,data/generated-and-snap-parquet/b_f_e__e_de_b_bb__a__ab___d____c_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/______bfc___eb_e__fea_ad_d_b___b_edges_newman_watts_strogatz.parquet,4.2833885,6.517884799999999,2.6053292672067516,1,24082,1.0,10000,2.4082,2.512374387509343,1,1,175960,145934,1.2057505447668124,17.22725619458968,414043.0,2.9036884619074375,200042,1.2057505447668124,1.2024494552331877,2.4082,1.2057505447668124,2.512374387509343,3,4.139560692254626,0.1368606501477608,17.193048750103813,2.353051829961355,2.353051829961355,17.193048750103813,4.2833885
generated,False,parquet,5f3fb90661c52bfeee33ed761439a24b_gaussian_random_partition_edges,5f3fb90661c52bfeee33ed761439a24b_gaussian_random_partition_edges,5f3fb90661c52bfeee33ed761439a24b_gaussian_random_partition_edges,data/generated-and-snap-parquet/_f_fb_____c__bfeee__ed______a__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_f_fb_____c__bfeee__ed______a__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_f_fb_____c__bfeee__ed______a__b_gaussian_random_partition_edges.parquet,4.9692294,2.6012762,1.8856144014977971,1,303413,303413.0,1000,303.413,359.35515287743107,303413,303413,303413,1000,303.413,359.35515287743107,109033025.0,92059.448569,606826,303.413,0.0,303.413,303.413,359.35515287743107,1,359.35515287743107,1.0,359.35515287743107,359.35515287743107,359.35515287743107,359.35515287743107,4.9692294
generated,True,parquet,218a375d9c365c3ef06ef07f554da17b_gaussian_random_partition_edges,218a375d9c365c3ef06ef07f554da17b_gaussian_random_partition_edges,e99554fc1522f910fdcda9859db59341_edges_newman_watts_strogatz,data/generated-and-snap-parquet/___a___d_c___c_ef__ef__f___da__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/___a___d_c___c_ef__ef__f___da__b_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/e_____fc____f___fdcda____db______edges_newman_watts_strogatz.parquet,0.5477736,0.1941888,2.7904210285015663,1,2004,1.0,1000,2.004,2.3902195608782435,2004,2004,597169,1000,597.169,707.7364598631208,1421321.5,1196.726676,599173,597.169,595.165,597.169,2.004,2.3902195608782435,2,4.744277529194406,0.0033558339431551,709.2422654690619,2.3800992683813127,2.3800992683813127,709.2422654690619,0.5477736
generated,True,parquet,76d31ed5d31c0948ddf275e7d3d8ae45_gaussian_random_partition_edges,bea86725ccde5c3845636bd52e5480f6_gaussian_random_partition_edges,cbfa77b52f296ce0d35a381b8be77ea7_edges_random_k_out,data/generated-and-snap-parquet/__d__ed_d__c____ddf___e_d_d_ae___gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/bea_____ccde_c_______bd__e____f__gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/cbfa__b__f___ce_d__a___b_be__ea__edges_random_k_out.parquet,0.1142869999999999,0.3332743999999999,0.9543114231462292,0,1776,1.0,796,2.2311557788944723,3.4600225225225225,1,1,444903,362847,1.2261449040504675,522.0910175925989,926357.0,2.7357202884342087,446679,1.2261449040504675,1.0050108748440048,2.2311557788944723,1.2261449040504675,3.4600225225225225,3,4.147752636680927,0.0039918813763899,521.5974099099099,2.0821549865925832,2.0821549865925832,521.5974099099099,0.1142869999999999
generated,False,parquet,0b126452e871bbc06a8ff7f179da78ef_gaussian_random_partition_edges,0b126452e871bbc06a8ff7f179da78ef_gaussian_random_partition_edges,0b126452e871bbc06a8ff7f179da78ef_gaussian_random_partition_edges,data/generated-and-snap-parquet/_b______e___bbc__a_ff_f___da__ef_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b______e___bbc__a_ff_f___da__ef_gaussian_random_partition_edges.parquet,data/generated-and-snap-parquet/_b______e___bbc__a_ff_f___da__ef_gaussian_random_partition_edges.parquet,3.5909622,1.957637,1.842051854998061,1,250137,250137.0,1000,250.137,296.35871942175686,250137,250137,250137,1000,250.137,296.35871942175686,74130281.0,62568.518769,500274,250.137,0.0,250.137,250.137,296.35871942175686,1,296.35871942175686,1.0,296.35871942175686,296.35871942175686,296.35871942175686,296.35871942175686,3.5909622
